road,km,lat,lng
TOFU,66.725,0.806824,128.020597
TOFU,66.75,0.806715,128.020794
TOFU,66.775,0.806607,128.020991
TOFU,66.8,0.806497,128.021187
TOFU,66.825,0.806356,128.021362
TOFU,66.85,0.806179,128.021501
TOFU,66.875,0.805974,128.021595
TOFU,66.9,0.805754,128.021647
TOFU,66.925,0.805533,128.021693
TOFU,66.95,0.805315,128.021753
TOFU,66.975,0.805124,128.021871
TOFU,67.0,0.804979,128.022042
TOFU,67.025,0.80489,128.022248
TOFU,67.05,0.804816,128.02246
TOFU,67.075,0.804669,128.022629
TOFU,67.1,0.804496,128.022774
TOFU,67.125,0.804314,128.022908
TOFU,67.15,0.80413,128.023037
TOFU,67.175,0.803945,128.023167
TOFU,67.2,0.803761,128.023297
TOFU,67.225,0.80358,128.023432
TOFU,67.25,0.803428,128.023598
TOFU,67.275,0.803313,128.023791
TOFU,67.3,0.803241,128.024003
TOFU,67.325,0.803215,128.024226
TOFU,67.35,0.803221,128.024451
TOFU,67.375,0.803227,128.024675
TOFU,67.4,0.803233,128.0249
TOFU,67.425,0.803147,128.025102
TOFU,67.45,0.802945,128.02519
TOFU,67.475,0.802737,128.025116
TOFU,67.5,0.802617,128.024927
TOFU,67.525,0.802546,128.024714
TOFU,67.55,0.802487,128.024497
TOFU,67.575,0.802417,128.024284
TOFU,67.6,0.802246,128.024144
TOFU,67.625,0.802024,128.024145
TOFU,67.65,0.801837,128.024267
TOFU,67.675,0.801761,128.024474
TOFU,67.7,0.801835,128.024682
TOFU,67.725,0.80197,128.024862
TOFU,67.75,0.802021,128.025077
TOFU,67.775,0.801931,128.025279
TOFU,67.8,0.80181,128.025373
